Timestamp,Initials_data_extraction,Study_ID,Author_year,Paper_title,Publication_year,Journal,Country_firstAuthor,Review_type_claimed,Systematic_approach,Protocol,Meta-analysis,PFAS_focus,PFAS_one_many,MeSH_terms,Outcomes_PECOS,Human_animal_environment,Lab_domestic_wildlife_mixed,Species_one_many,Environment_type,Study_inclusion_start,Study_inclusion_end,N_studies,N_studies_comment,Reporting_guideline,Reporting_guideline_comment,COI_statement,COI_present,Funding_statement,Non-profit_funding,Industry_funding,Funding_comment,Raw_data,Raw_data_comment,Analysis_code,Analysis_code_comment,DOI,initials_data_checked
5/16/2022 11:04:40,LR,S_044,Abdullah_Soheimi_2021,Understanding the Impact of Perfluorinated Compounds on Cardiovascular Diseases and Their Risk Factors: A Meta-Analysis Study,2021,International Journal of Environmental Research and Public Health,Malaysia,systematic review;meta-analysis,Yes,No,Yes,Yes,Multiple,Alkanesulfonic Acids*; Caprylates / toxicity; Cardiovascular Diseases* / chemically induced; Cardiovascular Diseases* / epidemiology; Fluorocarbons* / toxicity; Humans,"""(1) comparing non-diseased and CVDs patients (2) comparing healthy and CVDs risk population (3) comparing healthy and metabolic syndrome population (4) ascertained the prevalence of one ormore manifestation of CVDs or CVDs risks diagnosis (5) provided quantitative estimation on the association between PFCs exposure and CVDs/their risk outcomes, including odds ratios (ORs) with 95% confidence intervals (CIs) or mean, standard deviation (SD)or difference in mean and sample size in healthy and non-healthy population""",Humans,NA,NA,NA,NA,NA,78,"78 in SR, 29 in MA",Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""Funded by the Ministry of Higher Education (MOHE) Fundamental Research GrantScheme, grant number FRGS/1/2019/SKK08/UITM/02/12 and the Article Processing Charge was funded by Universiti Teknologi MARA.""",No,NA,No,NA,10.3390/ijerph18168345,
5/17/2022 9:36:31,LR,S_048,Kam_2021,"Modern, exogenous exposures associated with altered mammary gland development: A systematic review",2021,Early Human Development,Australia,systematic review,Yes,No,No,No,One,"Animals; Cattle; Endocrine Disruptors* / pharmacology; Female; Lactation; Mammary Glands, Animal*; Mice; Milk; Pregnancy; Rabbits; Rats; Sexual Maturation; Sheep; Swine",altered morphological breast development,Humans,NA,NA,NA,2005,2020,54,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""Dr. Wendy Ingman receives funding from the Hospital Research Foundation""",No,NA,No,NA,10.1016/j.earlhumdev.2021.105342,
5/17/2022 14:10:17,LR,S_050,Wang_2021,Male reproductive toxicity of perfluorooctanoate (PFOA): Rodent studies,2021,Chemosphere,China,systematic review;meta-analysis,Yes,No,Yes,Yes,One,Animals; Caprylates / toxicity; Fluorocarbons* / toxicity; Male; Reproduction; Rodentia*,NA,Animals,Lab,Multiple,NA,NA,2020,16,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,The present research was financially supported by the National Natural Science Foundation of China (No. 81800587).,No,NA,No,NA,10.1016/j.chemosphere.2020.128608,
5/18/2022 11:51:35,LR,S_052,González-Rubio_2021,A review on contaminants of emerging concern in European raptors (2002−2020),2021,Science of The Total Environment,Spain,critical review,Yes,No,No,No,Multiple,Animals; Environmental Monitoring; Environmental Pollutants* / analysis; Europe; Flame Retardants* / analysis; Raptors*,NA,Animals,Wildlife,Multiple,NA,NA,2020,37,NA,No,NA,Yes,No,Yes,Yes,No,"""Authors are grateful to COST Action (CA16224) “European Raptor Biomonitoring Facility” for the financial support of a short-term scientific mission to Soledad González Rubio at the Norwegian University of Science and Technology (NTNU) to start the work undertaken for this review.""",No,NA,No,NA,10.1016/j.scitotenv.2020.143337,
5/19/2022 9:49:42,LR,S_055,Steenland_2021,"PFAS and cancer, a scoping review of the epidemiologic evidence",2021,Environmental research,USA,scoping review,Yes,No,No,Yes,Multiple,Alkanesulfonic Acids*; Case-Control Studies; Cross-Sectional Studies; Environmental Pollutants*; Fluorocarbons* / analysis; Humans; Kidney Neoplasms*; Male; Water,NA,Humans,NA,NA,NA,NA,2020,28,NA,No,NA,Yes,No,Yes,Yes,No,"""This work was supported by funding from the Centers for Disease Control and Prevention/Agency for Toxic Substances and Disease Registry, United States.""",No,NA,No,NA,10.1016/j.envres.2020.110690,
5/19/2022 10:28:58,LR,S_056,Kahn_2021,Persistent organic pollutants and couple fecundability: a systematic review,2021,Human reproduction update,USA,systematic review,Yes,No,No,No,Multiple,Environmental Pollutants* / toxicity; Female; Halogenated Diphenyl Ethers; Humans; Male; Persistent Organic Pollutants; Pesticides* / toxicity; Polychlorinated Biphenyls* / toxicity; Pregnancy; Time-to-Pregnancy,Fecundability odds ratios or time to pregnancy,Humans,NA,NA,NA,2007,2017,28,21 original artcles and 7 alternative analyses,No,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""Research reported in this publication was supported by the Environmental Influences on Child Health Outcomes (ECHO) program, Office of The Director, National Institutes of Health, under Award Number U2COD023375 (Coordinating Center), U24OD023382 (Data Analysis Center), UH3OD023244 (Hipwell/Keenan: A.E.H., M.K.-F.), UH3OD023305 (Trasande: L.G.K.), UH3OD023249 (Stanford/Clark/Porucznik: C.A.P.), UG3OD023356(Eskenazi: K.G.H.) and UH3OD023289 (Ferrara: Y.Z.). In addition, L.G.K. was supported by NIH grant K99ES030403, Y.Z. was supported by grant K01DK120807, M.K.-F. was supported by grantR21AA025484, E.L.S. was supported by grant T32ES023772 (FactorLitvak) and P.F.-L. was supported by grants P30ES009089, R01ES013543, R01ES014393 and R01ES08977.""",No,NA,No,NA,10.1093/humupd/dmaa037,
5/19/2022 11:00:50,LR,S_057,Mattila_2021,Scoping Review—The Association between Asthma and Environmental Chemicals,2021,International Journal of Environmental Research and Public Health,Finland,scoping review,Yes,No,No,No,Not specified,"Aged; Arsenic*; Asthma* / chemically induced; Asthma* / epidemiology; Biological Monitoring; Child; Environmental Exposure / adverse effects; Environmental Exposure / analysis; Environmental Monitoring; Environmental Pollutants* / analysis; Environmental Pollutants* / toxicity; Humans; Hydrocarbons, Aromatic*; Pesticides*",NA,Humans,NA,NA,NA,1994,2020,NA,NA,No,NA,Yes,No,Yes,Yes,No,"""The HBM4EU project has received funding from the European Union’s Horizon 2020research and innovation programme under grant agreement No 733032 and received co-fundingfrom the authors’ organizations.""",No,NA,No,NA,10.3390/ijerph18031323,
5/19/2022 11:19:25,LR,S_058,Sabuz_Vidal_2021,EDC-induced mechanisms of immunotoxicity: a systematic review,2021,Critical reviews in toxicology,Spain,systematic review,Yes,No,No,No,Not specified,"Endocrine Disruptors* / toxicity; Humans; Immune System; Polychlorinated Dibenzodioxins*; Receptors, Estrogen",NA,Humans,NA,NA,NA,2005,2020,56,NA,No,NA,Yes,No,Yes,Yes,No,"""This study was financially supported in part by the Ministry of Science and Innovation of Spain by the FPI program under grant agreement No.[088807], FlameRisk project (funded by the Spanish Ministry of Science, Innovation and Universities [RTI2018-095466-B-100]) and MarieSkłodowska-Curie “Neurosome Project” under the grant agreement No.[766251]. This publication reflects only the authors’ views, and they have no potential competing financial interests. The Community and other funding organizations are not liable for any use made of the information contained therein. The authors confirm that the present review and conclusion drawn reflect the professional work product of the authors, and, over the last 5 years, none of them have engaged in any legal, regulatory or advocacy activities related to this review’s content.""",No,NA,No,NA,10.1080/10408444.2021.2009438,
7/05/2022 10:11,ML,S_059,Evteeva_2021,"Endocrine disruptors in the pathogenesis of socially significant diseases such as diabetes mellitus, malignant neoplasms, cardiovascular diseases, pathology of the reproductive system",2021,Obesity and metabolism,Russia,systematic review,Yes,No,No,No,One,Endocrine Disruptors; Cardiovascular Diseases; Diabetes Mellitus; Neoplasms; Genitalia,NA,Mixed,Lab,NA,NA,NA,NA,68,NA,No,NA,Yes,No,Yes,No,No,"Original text: ""Работа выполнена по инициативе авторов без привлечения финансирования."". Translation: ""This work was conducted without any external funding""",No,NA,No,NA,10.14341/omet12757,
5/19/2022 11:47:05,LR,S_060,Bartell_2021,"Critical review on PFOA, kidney cancer, and testicular cancer",2021,Journal of the Air & Waste Management Association,USA,critical review,No,No,Yes,Yes,One,Animals; Caprylates / toxicity; Fluorocarbons* / toxicity; Humans; Kidney Neoplasms* / chemically induced; Kidney Neoplasms* / epidemiology; Male; Testicular Neoplasms* / chemically induced; Testicular Neoplasms* / epidemiology,NA,Humans,NA,NA,NA,NA,NA,7,7 in MA. The number of studies included in the critical review is not clearly stated.,No,NA,Yes,Yes,Yes,No,Yes,"""No funding was provided for this review, but the application of modified Hill’s criteria was originally written by SMB for a paid expert report on PFOA medical monitoring, funded by the Hannon Law Firm, LLC""",No,NA,Yes,"The review authors provided the R code for the figures, meta-analyses, and other calculations in supplemental materials.",10.1080/10962247.2021.1909668,
5/20/2022 11:43:13,LR,S_062,Jeddi_2021,To which extent are per-and poly-fluorinated substances associated to metabolic syndrome?,2021,Reviews on Environmental Health,Italy,systematic review;meta-analysis,Yes,No,Yes,Yes,Multiple,Adult; Child; Cross-Sectional Studies; Environmental Pollutants* / toxicity; Fluorocarbons* / toxicity; Humans; Metabolic Syndrome* / chemically induced; Metabolic Syndrome* / epidemiology,"effects on combination of traits known as MetS including abdominal obesity, hypertension, elevated TG, reduced HDL-C, and hyperglycemia",Humans,NA,NA,NA,NA,2021,97,"97 in SR, 7 in MA",Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This research was funded by CORIS/REGIONE VENETO (IT) with a grant to Cristina Canova.Award Number: CANO_ALFREVE18_01 (CONVENZIONECORIS PER REALIZZAZIONE PROGETTI DI RICERCAINNOVATIVI SUI PFAS 2017-18).""",No,NA,No,NA,10.1515/reveh-2020-0144,
5/20/2022 12:36:13,LR,S_063,Wan_2021,Endocrine disrupting chemicals and breast cancer: a systematic review of epidemiological studies,2021,Critical Reviews in Food Science and Nutrition,China,systematic review,Yes,No,No,No,One,"Humans; Endocrine Disruptors; bisphenol A; 1,4-dioxin; Dioxins; Halogenated Diphenyl Ethers; Polychlorinated Biphenyls; Atrazine; DDT; Dichlorodiphenyl Dichloroethylene; Fluorocarbons; Genistein; Parabens; Phytoestrogens; Plasticizers; Resveratrol; Zearalenone; Food Packaging; Breast Neoplasms; MEDLINE; Environmental Exposure; Epidemiologic Studies; Cosmetics; Case-Control Studies; Pharmaceutical Preparations; Cohort Studies; Contraceptive Agents; Biomarkers; Pesticides; Polychlorinated Dibenzodioxins",NA,Humans,NA,NA,NA,NA,2021,131,NA,Yes,PRISMA Statement guideline,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1080/10408398.2021.1903382,
5/23/2022 10:28:04,LR,S_066,Xie_2021,Nexus between perfluoroalkyl compounds (PFCs) and human thyroid dysfunction: A systematic review evidenced from laboratory investigations and epidemiological studies,2021,Critical Reviews in Environmental Science and Technology,China,systematic review,Yes,No,No,Yes,Multiple,"Humans; Infant, Newborn; Female; Pregnancy; perfluorooctane sulfonic acid; perfluorooctanoic acid; Fluorocarbons; Thyroxine; Pregnant Women; Environmental Exposure; Thyrotropin; Occupational Exposure; Thyroid Neoplasms; Attention",NA,Humans,NA,NA,NA,1985,2020,113,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This work was supported by the National Natural Science Foundation of China (51579003, 51879003), and the Science and Technology Planning Project of Shenzhen Municipality (JCYJ20170413102320786).""",No,NA,No,NA,10.1080/10643389.2020.1795052,
5/23/2022 10:59:44,LR,S_067,Koual_2020,"Environmental chemicals, breast cancer progression and drug resistance",2020,Environmental Health,France,scoping review,Yes,No,No,No,Multiple,"Animals; Breast Neoplasms* / drug therapy; Breast Neoplasms* / epidemiology; Breast Neoplasms* / pathology; Disease Progression; Drug Resistance, Neoplasm*; Environmental Pollutants / toxicity*; Female; Humans",NA,Mixed,Lab,Multiple,NA,NA,2018,66,53 in vitro and in vivo experimental studies; 13 epidemiological studies,No,NA,Yes,No,Yes,Yes,No,"""This work was supported by the “ARC Fondation”, the “Fondation de France” and the French National Academy of Medicine through PhD grants for M. Koual.""",No,"""Availability of data and materials: Not applicable.""",No,NA,10.1186/s12940-020-00670-2,
5/23/2022 11:22:42,LR,S_068,Steenland_2020,Review: Evolution of evidence on PFOA and health following the assessments of the C8 Science Panel,2020,Environment International,USA,narrative review,Yes,No,No,Yes,One,Caprylates / toxicity; Cross-Sectional Studies; Female; Fluorocarbons* / toxicity; Humans; Male; Ohio; Pregnancy; Testicular Neoplasms*,"thyroid disorders, cancer, immune and auto-immune disorders, liver disease, hypercholesterolemia, reproductive outcomes, neurotoxicity, and kidney disease",Humans,NA,NA,NA,2011,2020,65,NA,No,NA,Yes,Yes,No,NA,NA,NA,No,NA,No,NA,10.1016/j.envint.2020.106125,
5/23/2022 11:42:03,LR,S_069,Luo_2020,Exposure to perfluoroalkyl substances and allergic outcomes in children: A systematic review and meta-analysis,2020,Environmental Research,China,systematic review;meta-analysis,Yes,No,Yes,Yes,Multiple,Case-Control Studies; Child; Cross-Sectional Studies; Environmental Pollutants* / toxicity; Female; Fluorocarbons* / toxicity; Humans; Pregnancy; Prenatal Exposure Delayed Effects*,"childhood allergic conditions, including asthma, wheeze, eczema, allergic rhinitis and atopic dermatitis",Humans,NA,NA,NA,NA,2019,13,"13 in SR, 13 in MA",Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This study was supported by the National Natural Science Foundation of China (grant number 81903368), the Fundamental Research Funds for the Central Universities (grant number 2042018kf0011), the Natural Science Foundation of Hubei Province (grant number 2019CFB180), and the Independent Research Funds of School of Health Sciences (grant number ZZKY0015) at Wuhan University to Z. Huang.""",No,NA,No,NA,10.1016/j.envres.2020.110145,
5/24/2022 10:20:01,LR,S_070,Wang_2020,Uptake and accumulation of per- and polyfluoroalkyl substances in plants,2020,Chemosphere,China,narrative review,Yes,No,No,Yes,Multiple,"Agriculture; Alkanesulfonic Acids / metabolism*; Animals; Caprylates; Crops, Agricultural; Fluorocarbons / metabolism*; Humans; Plants / metabolism*; Soil / chemistry; Soil Pollutants / metabolism*",NA,Plants,NA,NA,NA,2009,2019,50,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1016/j.chemosphere.2020.127584,
5/24/2022 10:47:56,LR,S_071,Ssebugere_2020,Environmental levels and human body burdens of per- and poly-fluoroalkyl substances in Africa: A critical review,2020,Science of the Total Environment,Uganda,critical review,Yes,No,No,Yes,Multiple,"Alkanesulfonic Acids / analysis*; Animals; Body Burden; Caprylates; Ecosystem; Environmental Monitoring; Environmental Pollutants*; Fluorocarbons / analysis*; Humans; South Africa; Waste Water; Water Pollutants, Chemical / analysis*",NA,Mixed,Wildlife,Multiple,Mixed,2005,2020,38,"""Data from approximately 38 empirical studies on samples from Africa has been reviewed in this paper.""",No,NA,Yes,No,Yes,Yes,No,"""Patrick Ssebugere acknowledges TWAS-DFG for the financial support during his 3 months (January - April 2019) research fellowship at Helmholtz Zentrum München, Germany. This study was financially supported by the Carnegie Corporation of New York (grant number 282103) and Swedish International Development Cooperation Agency (51180060).""",No,NA,No,NA,10.1016/j.scitotenv.2020.139913,
5/25/2022 14:54:33,LR,S_075,Petersen_2020,Per- and polyfluoroalkyl substances and male reproductive health: a systematic review of the epidemiological evidence,2020,Journal of Toxicology and Environmental Health,Denmark,systematic review,Yes,No,No,Yes,Multiple,Cryptorchidism / chemically induced*; Environmental Exposure / adverse effects*; Environmental Pollutants / toxicity*; Fluorocarbons / toxicity*; Gonadal Steroid Hormones / metabolism; Humans; Hypospadias / chemically induced*; Male; Reproductive Health*; Semen / drug effects*; Testicular Neoplasms / chemically induced*,"Semen quality assessed through measures of semen volume, sperm concentration, total sperm count, sperm motility, morphology, or DNA damage.",Humans,NA,NA,NA,NA,2020,26,NA,Yes,MOOSE guidelines,No,NA,Yes,Yes,No,"""This work was supported by the ReproUnion collaboration, the European Union Interreg V ÖKS.""",No,NA,No,NA,10.1080/10937404.2020.1798315,
5/26/2022 16:08:14,LR,S_076,Zeinomar_2020,Environmental exposures and breast cancer risk in the context of underlying susceptibility: A systematic review of the epidemiological literature,2020,Environmental research,USA,systematic review,Yes,No,No,No,Not specified,Breast Neoplasms* / chemically induced; Breast Neoplasms* / epidemiology; Cooking; Environmental Exposure*; Environmental Pollutants* / toxicity; Female; Humans; Polychlorinated Biphenyls; Polycyclic Aromatic Hydrocarbons,breast cancer,Humans,NA,NA,NA,NA,2019,NA,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""NZ is supported by the National Institutes of Health (NIH) National Center for Advancing Translational Sciences (NCATS), TL1 Training Program [grant number TL1TR001875] and was supported by the NIH, National Cancer Institute NCI, Cancer Epidemiology Training Grant [grant number T32-CA009529]. RDK is supported by the NCI Cancer Epidemiology Training Grant [grant number T32-CA009529]. MBT is supported by a grant from the Breast Cancer Research Foundation (BCRF). This research is supported by the NIH, National Institute of Environmental Health Sciences (NIEHS) [grant number U01 ES026122].""",No,NA,No,NA,10.1016/j.envres.2020.109346,
5/30/2022 14:52:36,LR,S_078,Ribeiro_2020,Exposure to endocrine-disrupting chemicals and anthropometric measures of obesity: A systematic review and meta-analysis,2020,BMJ open,Brazil,systematic review;meta-analysis,Yes,No,Yes,No,Multiple,Anthropometry; Endocrine Disruptors / toxicity*; Environmental Exposure*; Humans; Obesity / chemically induced*,"excess weight or adiposity determined by body mass index (BMI), waist circumference (WC) or BF content",Humans,NA,NA,NA,NA,2018,73,"73 in SR, 21 in MA",Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This study was supported by the National Council for Scientific and Technological Development or CNPq (grant number 420562/2016–8).""",No,NA,No,NA,10.1136/bmjopen-2019-033509,
5/31/2022 11:27:24,LR,S_080,Forns_2020,Early life exposure to perfluoroalkyl substances (PFAS) and ADHD: a meta-analysis of nine European population-based studies,2020,Environmental health perspectives,Norway,meta-analysis,Yes,No,Yes,Yes,Multiple,"Alkanesulfonic Acids; Attention Deficit Disorder with Hyperactivity / epidemiology*; Breast Feeding; Caprylates; Child; Child, Preschool; Cohort Studies; Environmental Exposure / statistics & numerical data*; Environmental Pollutants / metabolism*; Female; Fluorocarbons / metabolism*; Humans; Male; Milk, Human / metabolism*; Mothers; Population; Pregnancy; Prenatal Exposure Delayed Effects / epidemiology*",NA,Humans,NA,NA,NA,NA,NA,9,NA,No,NA,Yes,No,Yes,Yes,No,"""This research was primarily supported by a grant from the European Community’s Seventh Framework Program (FP7/2007–2013) under grant agreement Developmental NeurotoxicityAssessment of Mixtures in Children (DENAMIC) no. 282957.M.-A.V. is the recipient of a Research Scholars J1 Award from the Fonds de recherche du Québec–Santé.""",No,NA,No,NA,10.1289/EHP5444,
5/31/2022 13:18:44,LR,S_081,Predieri_2020,Endocrine disrupting chemicals and type 1 diabetes,2020,International Journal of Molecular Sciences,Italy,narrative review,Yes,No,No,No,Not specified,"Animals; Clinical Studies as Topic; Diabetes Mellitus, Type 1 / etiology*; Diabetes Mellitus, Type 1 / metabolism*; Disease Models, Animal; Disease Susceptibility*; Endocrine Disruptors / adverse effects*; Endocrine Disruptors / classification; Environmental Exposure / adverse effects; Humans",NA,Humans,NA,NA,NA,NA,2020,65,NA,No,The review authors used the PRISMA flow chart but did not acknowledge following its guideline.,Yes,No,Yes,No,No,"""This work was not supported by Fund for Scientific Research.""",No,NA,No,NA,10.3390/ijms21082937,
5/31/2022 13:57:24,LR,S_083,Nelson_2020,In utero exposure to persistent and nonpersistent endocrine-disrupting chemicals and anogenital distance. A systematic review of epidemiological studies,2020,Biology of Reproduction,China,systematic review;meta-analysis,Yes,No,Yes,No,Multiple,Anal Canal / anatomy & histology*; Anal Canal / drug effects; Anthropometry; Endocrine Disruptors / administration & dosage*; Female; Genitalia / anatomy & histology*; Genitalia / drug effects; Humans; Male; Maternal Exposure / adverse effects*; Pregnancy; Prenatal Exposure Delayed Effects*,AGD (androgen-sensitive anthropometric parameter); Birth outcomes; Anthropometric measurement;AGI (anogenital index);API (anal position index),Humans,NA,NA,NA,NA,2019,16,"16 in SR, 3 in MA",Yes,PRISMA Statement guideline,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1093/biolre/ioz200,
6/01/2022 12:05,LR,S_084,Dzierlenga_2020,Birth weight and perfluorooctane sulfonic acid: a random-effects meta-regression analysis,2020,Environmental Epidemiology,USA,meta-analysis,Yes,No,Yes,Yes,One,Pregnancy; Female; perfluorooctane sulfonic acid; Birth Weight; Gestational Age; Confidence Intervals; Developed Countries,birth weight,Humans,NA,NA,NA,NA,2019,20,NA,Yes,PRISMA Statement guideline,Yes,Yes,Yes,No,Yes,"""This project was funded through a contract between 3M and Ramboll, an international science and engineering company that provided salary compensation to the authors. None of the authors are currently engaged to testify as experts on behalf of the sponsors in litigation related to the compound discussed in this manuscript.""",No,NA,No,NA,10.1097/FEE9.0000000000000095,
6/01/2022 13:32,LR,S_085,Ding_2020,Perfluoroalkyl and polyfluoroalkyl substances (PFAS) and their effects on the ovary,2020,Human Reproduction Update,USA,comprehensive review,Yes,No,No,Yes,Not specified,Cross-Sectional Studies; Endocrine Disruptors / pharmacology*; Environmental Exposure / adverse effects; Female; Fluorocarbons / chemistry; Fluorocarbons / pharmacology*; Humans; Ovarian Follicle / drug effects; Ovarian Follicle / physiology; Ovarian Reserve / drug effects; Ovary / drug effects*; Ovary / physiology; Pregnancy; Prospective Studies; Reproduction / drug effects; Reproduction / physiology,Adverse effects of PFAS on ovarian folliculogenesis and steroidogenesis,Humans,NA,NA,NA,NA,2019,NA,NA,No,NA,Yes,No,Yes,Yes,No,"""National Institute of Environmental Health Sciences (NIEHS); National Institutes of Health (NIH, grants R01 ES026578, R01 ES026964 and P30 ES017885); National Institute for Occupational Safety and Health (NIOSH), Centers for Disease Control and Prevention (CDC, with grant T42 OH008455).""",No,NA,No,NA,10.1093/humupd/dmaa018,
6/01/2022 13:55,LR,S_086,Ferrari_2019,Persistent pollutants: focus on perfluorinated compounds and kidney,2019,Current Opinion in Critical Care,Italy,systematic review,Yes,No,No,Yes,Multiple,Environmental Pollutants / toxicity*; Fluorocarbons / toxicity*; Humans; Kidney Diseases / chemically induced*,"the association/correlation between PFC levels and renal function or RRT, and the renal toxicity of PFCs",Humans,NA,NA,NA,2017,2019,11,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,No,No,"""Financial support and sponsorship: None""",No,NA,No,NA,10.1097/MCC.0000000000000658,
6/02/2022 11:26,LR,S_090,Pizzurro_2019,Interspecies differences in perfluoroalkyl substances (PFAS) toxicokinetics and application to health-based criteria,2019,Regulatory Toxicology and Pharmacology,USA,comprehensive review,Yes,No,No,Yes,Multiple,Environmental Monitoring; Environmental Pollutants / chemistry*; Environmental Pollutants / classification; Environmental Pollutants / pharmacokinetics; Environmental Pollutants / toxicity*; Fluorocarbons / chemistry*; Fluorocarbons / classification; Fluorocarbons / pharmacokinetics; Fluorocarbons / toxicity*; Humans; Risk Assessment; Toxicokinetics,NA,Mixed,Lab,Multiple,NA,2009,2018,70,NA,No,NA,Yes,Yes,Yes,No,Yes,"""The preparation of this manuscript was supported by the authors' employer (Gradient). However, some of the underlying research was funded by a defendant involved in litigation regarding perfluoroalkyl compounds""",No,NA,No,NA,10.1016/j.yrtph.2019.05.008,
6/02/2022 16:43,LR,S_091,Munoz_2019,"Analysis of F-53B, Gen-X, ADONA, and emerging fluoroalkylether substances in environmental and biomonitoring samples: A review",2019,Trends in Environmental Analytical Chemistry,Canada,critical review,Yes,No,No,Yes,Multiple,Humans; perfluorooctane sulfonic acid; perfluorooctanoic acid; Fluorocarbons; carbazochrome; Mass Spectrometry; Commerce; Ethers; Oxides; Ions,NA,Environment,NA,NA,Mixed,NA,NA,NA,NA,No,NA,No,NA,Yes,Yes,No,"""The Natural Sciences and Engineering Research Council of Canada, the Quebec Research Fund, and the Canada Foundation for Innovation are acknowledged for their financial support. We also acknowledge Robert McCrindle (Wellington Labs) for valuable suggestions.""",No,NA,No,NA,10.1016/j.teac.2019.e00066,
6/02/2022 17:04,LR,S_092,Bezerra_2019,Trace metals and persistent organic pollutants contamination in batoids (Chondrichthyes: Batoidea): A systematic review,2019,Environmental Pollution,USA,systematic review,Yes,No,Yes,No,Not specified,"Animals; Ecosystem; Environmental Biomarkers; Environmental Monitoring / methods*; Humans; Hydrocarbons, Chlorinated / analysis*; Metals, Heavy / analysis*; Skates, Fish / metabolism*; Trace Elements / analysis*; Water Pollutants, Chemical / analysis*",NA,Animals,Wildlife,Multiple,NA,NA,2018,47,NA,No,NA,No,NA,Yes,Yes,No,"""This work was supported through a Ph.D. scholarship to Moises F. Bezerra by the Brazilian National Council for Scientific and Technological Development (CNPq) Proc.#202788/2014-8.""",No,NA,No,NA,10.1016/j.envpol.2019.02.070,
6/03/2022 10:06,LR,S_093,Zeng_2019,Assessing the human health risks of perfluorooctane sulfonate by in vivo and in vitro studies,2019,Environment international,China,systematic review,Yes,No,No,Yes,One,Alkanesulfonic Acids / toxicity*; Animals; Environmental Pollutants / toxicity*; Fluorocarbons / toxicity*; Humans; Risk Assessment,NA,Mixed,Lab,Multiple,NA,2008,2018,75,NA,Yes,PRISMA Statement guideline,No,NA,Yes,Yes,No,"""This work was supported by the National Natural Science Foundation of China (51378190, 51508177, 51521006, 51579095, 51709101), the Program for Changjiang Scholars and Innovative Research Team in University (IRT-13R17).""",No,NA,No,NA,10.1016/j.envint.2019.03.002,
6/03/2022 10:33,LR,S_094,Luz_2019,"Perfluorohexanoic acid toxicity, part I: Development of a chronic human health toxicity value for use in risk assessment",2019,Regulatory Toxicology and Pharmacology,USA,critical review,Yes,No,No,Yes,One,"Caproates / administration & dosage; Caproates / toxicity*; Caprylates / administration & dosage; Caprylates / toxicity; Dose-Response Relationship, Drug; Fluorocarbons / administration & dosage; Fluorocarbons / toxicity*; Humans; Risk Assessment",NA,Mixed,Lab,Multiple,NA,NA,NA,NA,NA,No,NA,No,NA,Yes,No,Yes,"""This work was funded by the FluoroCouncil. The authors thank members of the FluoroCouncil Panel for their helpful comments on this paper. The funders were given the opportunity to review the draft paper to ensure accuracy and clarity of the science presented but not on interpretation of the research findings. The researchers' scientific conclusions and professional judgments were not subject to the funders' control; the contents of this paper reflect solely the view of the authors.""",No,NA,No,NA,10.1016/j.yrtph.2019.01.019,
6/03/2022 10:43,LR,S_095,Anderson_2019,"Perfluorohexanoic acid toxicity, part II: Application of human health toxicity value for risk characterization",2019,Regulatory Toxicology and Pharmacology,USA,critical review,Yes,No,No,Yes,One,"Biomarkers / analysis; Caproates / analysis; Caproates / toxicity*; Fluorocarbons / analysis; Fluorocarbons / toxicity*; Humans; Risk Assessment; Water Pollutants, Chemical / analysis; Water Pollutants, Chemical / toxicity*",NA,Mixed,NA,NA,Mixed,NA,NA,NA,NA,No,NA,No,NA,Yes,No,Yes,"""This work was funded by the FluoroCouncil. The authors thank members of the FluoroCouncil Panel for their helpful comments on this paper. The funders were given the opportunity to review the draft paper to ensure accuracy and clarity of the science presented but not on interpretation of the research findings. The researchers' scientific conclusions and professional judgments were not subject to the funders' control; the contents of this paper reflect solely the view of the authors.""",No,NA,No,NA,10.1016/j.yrtph.2019.01.020,
6/03/2022 11:46,LR,S_097,Buekers_2018,Socio-economic status and health: Evaluation of human biomonitored chemical exposure to per-and polyfluorinated substances across status,2018,International journal of environmental research and public health,Belgium,meta-analysis,Yes,No,Yes,Yes,Multiple,Environmental Exposure*; Environmental Monitoring; Environmental Pollutants / adverse effects*; Fluorocarbons / adverse effects*; Health Status*; Humans; Risk Factors; Social Class*,NA,Humans,NA,NA,NA,NA,2018,11,NA,No,NA,Yes,No,Yes,Yes,No,"""Funding: The authors thank the European Topic Centre on Waste and Materials in a Green Economy (ETC/WMGE) of the EEA European Environment Agency for their support.""",No,NA,No,NA,10.3390/ijerph15122818,
